,comment_text,toxic
154,amazingly sarcasm bullshit superior attitude inspire stop contribute wikipedia enter give already delete source code patch id develop project ye develop hope feel good snug attitude touch admit except strong ridicule people actual life,1
155,omicronpersei suck gwernol vagina daily,1
156,direct talk made mabel summon,0
157,man shot war crime murder,1
158,full shit,1
159,base nigger mouth say,1
160,us visual texture,0
161,bubble squeaky fact bubble squeaky favourite dish link refer refer divorce clearly fallacy put joke polls blood rank see stupid bubble squeaky weekly jest give break great suck bye,1
162,december smoking stroud turn right push ignore christian post wikipedia christian religion step violence perhaps check history pal antique relief view accept actual history fact banner cannot silent truth ban reappear form load,0
163,countrymen collar support hand william select wikiproject country music next collar please help improve article featuredarticl standard,0
164,look like vendetta stupid pass talk country,1
165,name frost,1
166,regard homosexual clearly homosexual think leave normal society go live fewer homosexual clearly normal persist report abuse insert large garden stay dublin airport article territory say felt serve orlando dublin send fuck patron message fuck freak,1
167,big temper flare enter button danger big usual reserve term bite violet bite boot rule though talk,0
168,see good grass link directly,0
169,due one try talk tough figure walt prove wonder avoid us late martial art face fall military claim take lot hit bullshido swell day,1
170,per wikipedia people know convict sex offend edit wikipedia disturb person around lower,1
171,time fly ill look tomorrow leave comment soon possible war,0
172,self head leg gobelin,0
173,properly convert peter feet since block edit could someone please fix covers temple use article edit convert think peter equal feet convert feet one peter actual feet would make peter feet figure agent guesstim one editor naiv assume could someone please remedy,0
174,hi likewise need man south african possible place ensue love country get underrepres words misrepres one extreme example article apartheid became israelpalestin conflict page virtual ignore apartheid really south african system part history yep great see south african wikipedia julie,0
175,sadden choice meet though expect response answer question,0
176,peace irish sum dare talk shit country fuck stupid shamrock bitch hope next glenoid serve wipe enter disgust result race fuck lick even alive first attempt hope next time wont die,1
